periode_data;bulan;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;parameter_pencemar_kritis;kategori
202504;4;19;DKI1 Bundaran Hotel Indonesia (HI);43;65;31;14;11;28;65;PM25;SEDANG
202504;4;20;DKI1 Bundaran Hotel Indonesia (HI);42;64;38;12;19;26;64;PM25;SEDANG
202504;4;21;DKI1 Bundaran Hotel Indonesia (HI);42;62;37;11;10;25;62;PM25;SEDANG
202504;4;22;DKI1 Bundaran Hotel Indonesia (HI);42;70;37;16;14;32;70;PM25;SEDANG
202504;4;23;DKI1 Bundaran Hotel Indonesia (HI);53;70;35;23;8;34;70;PM25;SEDANG
202504;4;24;DKI1 Bundaran Hotel Indonesia (HI);25;43;33;9;12;17;43;PM25;BAIK
202504;4;25;DKI1 Bundaran Hotel Indonesia (HI);34;60;32;16;14;31;60;PM25;SEDANG
202504;4;26;DKI1 Bundaran Hotel Indonesia (HI);47;72;31;16;16;39;72;PM25;SEDANG
202504;4;27;DKI1 Bundaran Hotel Indonesia (HI);52;77;30;14;15;37;77;PM25;SEDANG
202504;4;28;DKI1 Bundaran Hotel Indonesia (HI);45;69;32;14;13;35;69;PM25;SEDANG
202504;4;29;DKI1 Bundaran Hotel Indonesia (HI);51;78;32;16;14;40;78;PM25;SEDANG
202504;4;30;DKI1 Bundaran Hotel Indonesia (HI);54;83;35;15;15;40;83;PM25;SEDANG
202505;5;1;DKI1 Bundaran Hotel Indonesia (HI);58;91;34;17;19;41;91;PM25;SEDANG
202505;5;2;DKI1 Bundaran Hotel Indonesia (HI);58;89;33;14;20;36;89;PM25;SEDANG
202505;5;3;DKI1 Bundaran Hotel Indonesia (HI);56;83;33;15;16;46;83;PM25;SEDANG
202505;5;4;DKI1 Bundaran Hotel Indonesia (HI);52;73;29;15;16;36;73;PM25;SEDANG
202505;5;5;DKI1 Bundaran Hotel Indonesia (HI);60;96;35;20;11;42;96;PM25;SEDANG
202505;5;6;DKI1 Bundaran Hotel Indonesia (HI);53;83;32;19;13;47;83;PM25;SEDANG
202505;5;7;DKI1 Bundaran Hotel Indonesia (HI);58;85;31;23;12;50;85;PM25;SEDANG
202505;5;8;DKI1 Bundaran Hotel Indonesia (HI);66;101;29;32;11;56;101;PM25;TIDAK SEHAT
202505;5;9;DKI1 Bundaran Hotel Indonesia (HI);54;80;29;18;16;40;80;PM25;SEDANG
202505;5;10;DKI1 Bundaran Hotel Indonesia (HI);56;88;33;18;23;39;88;PM25;SEDANG
202505;5;11;DKI1 Bundaran Hotel Indonesia (HI);61;87;30;22;19;37;87;PM25;SEDANG
202505;5;12;DKI1 Bundaran Hotel Indonesia (HI);38;59;29;14;11;24;59;PM25;SEDANG
202505;5;13;DKI1 Bundaran Hotel Indonesia (HI);36;62;31;12;15;23;62;PM25;SEDANG
202505;5;14;DKI1 Bundaran Hotel Indonesia (HI);47;71;31;16;21;41;71;PM25;SEDANG
202505;5;15;DKI1 Bundaran Hotel Indonesia (HI);52;73;33;19;18;46;73;PM25;SEDANG
202505;5;16;DKI1 Bundaran Hotel Indonesia (HI);51;77;27;19;N/A;49;77;PM25;SEDANG
202505;5;17;DKI1 Bundaran Hotel Indonesia (HI);58;82;29;18;14;45;82;PM25;SEDANG
202505;5;18;DKI1 Bundaran Hotel Indonesia (HI);53;77;30;28;15;36;77;PM25;SEDANG
202505;5;19;DKI1 Bundaran Hotel Indonesia (HI);50;73;32;14;19;38;73;PM25;SEDANG
202505;5;20;DKI1 Bundaran Hotel Indonesia (HI);59;87;39;23;11;52;87;PM25;SEDANG
202505;5;21;DKI1 Bundaran Hotel Indonesia (HI);52;80;35;17;6;44;80;PM25;SEDANG
202505;5;22;DKI1 Bundaran Hotel Indonesia (HI);55;78;27;22;5;43;78;PM25;SEDANG
202505;5;23;DKI1 Bundaran Hotel Indonesia (HI);35;59;29;17;3;35;59;PM25;SEDANG
202505;5;24;DKI1 Bundaran Hotel Indonesia (HI);29;52;30;15;11;29;52;PM25;SEDANG
202505;5;25;DKI1 Bundaran Hotel Indonesia (HI);52;74;29;24;7;34;74;PM25;SEDANG
202505;5;26;DKI1 Bundaran Hotel Indonesia (HI);52;72;27;22;2;37;72;PM25;SEDANG
202505;5;27;DKI1 Bundaran Hotel Indonesia (HI);24;53;29;11;11;22;53;PM25;SEDANG
202505;5;28;DKI1 Bundaran Hotel Indonesia (HI);47;83;35;19;19;37;83;PM25;SEDANG
202505;5;29;DKI1 Bundaran Hotel Indonesia (HI);65;100;31;15;28;46;100;PM25;SEDANG
202505;5;30;DKI1 Bundaran Hotel Indonesia (HI);48;71;27;12;12;34;71;PM25;SEDANG
202505;5;31;DKI1 Bundaran Hotel Indonesia (HI);51;90;28;16;19;37;90;PM25;SEDANG
202506;6;1;DKI1 Bundaran Hotel Indonesia (HI);50;88;33;16;19;33;88;PM25;SEDANG
202506;6;2;DKI1 Bundaran Hotel Indonesia (HI);64;101;34;15;19;37;101;PM25;TIDAK SEHAT
202506;6;3;DKI1 Bundaran Hotel Indonesia (HI);56;83;29;16;14;45;83;PM25;SEDANG
202506;6;4;DKI1 Bundaran Hotel Indonesia (HI);71;117;30;24;14;55;117;PM25;TIDAK SEHAT
202506;6;5;DKI1 Bundaran Hotel Indonesia (HI);73;117;29;23;19;51;117;PM25;TIDAK SEHAT
202506;6;6;DKI1 Bundaran Hotel Indonesia (HI);61;86;29;15;19;33;86;PM25;SEDANG
202506;6;7;DKI1 Bundaran Hotel Indonesia (HI);60;117;28;21;24;40;117;PM25;TIDAK SEHAT
202506;6;8;DKI1 Bundaran Hotel Indonesia (HI);66;98;30;16;29;28;98;PM25;SEDANG
202506;6;9;DKI1 Bundaran Hotel Indonesia (HI);60;87;31;13;21;37;87;PM25;SEDANG
202506;6;10;DKI1 Bundaran Hotel Indonesia (HI);60;94;27;17;14;40;94;PM25;SEDANG
202506;6;11;DKI1 Bundaran Hotel Indonesia (HI);54;84;26;21;12;48;84;PM25;SEDANG
202506;6;12;DKI1 Bundaran Hotel Indonesia (HI);51;93;29;15;13;34;93;PM25;SEDANG
202506;6;13;DKI1 Bundaran Hotel Indonesia (HI);59;94;31;14;18;35;94;PM25;SEDANG
202506;6;14;DKI1 Bundaran Hotel Indonesia (HI);55;92;32;14;12;36;92;PM25;SEDANG
202506;6;15;DKI1 Bundaran Hotel Indonesia (HI);51;70;33;13;9;25;70;PM25;SEDANG
202506;6;16;DKI1 Bundaran Hotel Indonesia (HI);55;79;30;12;12;28;79;PM25;SEDANG
202506;6;17;DKI1 Bundaran Hotel Indonesia (HI);51;67;30;15;11;35;67;PM25;SEDANG
202506;6;18;DKI1 Bundaran Hotel Indonesia (HI);23;53;26;17;9;35;53;PM25;SEDANG
202506;6;19;DKI1 Bundaran Hotel Indonesia (HI);37;60;30;22;6;37;60;PM25;SEDANG
202506;6;20;DKI1 Bundaran Hotel Indonesia (HI);61;88;43;18;10;43;88;PM25;SEDANG
202506;6;21;DKI1 Bundaran Hotel Indonesia (HI);36;65;29;14;15;38;65;PM25;SEDANG
202506;6;22;DKI1 Bundaran Hotel Indonesia (HI);69;106;32;35;14;50;106;PM25;TIDAK SEHAT
202506;6;23;DKI1 Bundaran Hotel Indonesia (HI);53;82;28;12;14;26;82;PM25;SEDANG
202506;6;24;DKI1 Bundaran Hotel Indonesia (HI);57;101;31;14;11;34;101;PM25;TIDAK SEHAT
202506;6;25;DKI1 Bundaran Hotel Indonesia (HI);64;118;33;23;17;45;118;PM25;TIDAK SEHAT
202506;6;26;DKI1 Bundaran Hotel Indonesia (HI);64;114;35;21;17;52;114;PM25;TIDAK SEHAT
202506;6;27;DKI1 Bundaran Hotel Indonesia (HI);57;96;28;16;N/A;36;96;PM25;SEDANG
202506;6;28;DKI1 Bundaran Hotel Indonesia (HI);66;115;26;15;21;34;115;PM25;TIDAK SEHAT
202506;6;29;DKI1 Bundaran Hotel Indonesia (HI);55;80;27;22;8;44;80;PM25;SEDANG
202506;6;30;DKI1 Bundaran Hotel Indonesia (HI);65;97;26;20;N/A;40;97;PM25;SEDANG
202507;7;1;DKI1 Bundaran Hotel Indonesia (HI);32;60;27;11;9;25;60;PM25;SEDANG
202507;7;2;DKI1 Bundaran Hotel Indonesia (HI);38;76;30;16;11;35;76;PM25;SEDANG
202507;7;3;DKI1 Bundaran Hotel Indonesia (HI);51;81;27;21;9;42;81;PM25;SEDANG
202507;7;4;DKI1 Bundaran Hotel Indonesia (HI);48;75;29;19;12;41;75;PM25;SEDANG
202507;7;5;DKI1 Bundaran Hotel Indonesia (HI);62;87;31;19;14;43;87;PM25;SEDANG
202507;7;6;DKI1 Bundaran Hotel Indonesia (HI);41;69;28;13;22;30;69;PM25;SEDANG
202507;7;7;DKI1 Bundaran Hotel Indonesia (HI);35;62;29;14;10;31;62;PM25;SEDANG
202507;7;8;DKI1 Bundaran Hotel Indonesia (HI);31;58;27;14;11;35;58;PM25;SEDANG
202507;7;9;DKI1 Bundaran Hotel Indonesia (HI);49;83;27;18;13;38;83;PM25;SEDANG
202507;7;10;DKI1 Bundaran Hotel Indonesia (HI);49;79;29;17;14;41;79;PM25;SEDANG
202507;7;11;DKI1 Bundaran Hotel Indonesia (HI);55;96;37;14;19;43;96;PM25;SEDANG
202507;7;12;DKI1 Bundaran Hotel Indonesia (HI);65;115;37;14;29;37;115;PM25;TIDAK SEHAT
202507;7;13;DKI1 Bundaran Hotel Indonesia (HI);69;102;35;12;23;30;102;PM25;TIDAK SEHAT
202507;7;14;DKI1 Bundaran Hotel Indonesia (HI);50;79;29;14;16;30;79;PM25;SEDANG
202507;7;15;DKI1 Bundaran Hotel Indonesia (HI);63;98;29;21;14;41;98;PM25;SEDANG
202507;7;16;DKI1 Bundaran Hotel Indonesia (HI);64;109;32;25;20;53;109;PM25;TIDAK SEHAT
202507;7;17;DKI1 Bundaran Hotel Indonesia (HI);54;86;29;18;17;42;86;PM25;SEDANG
202507;7;18;DKI1 Bundaran Hotel Indonesia (HI);56;94;29;16;21;37;94;PM25;SEDANG
202507;7;19;DKI1 Bundaran Hotel Indonesia (HI);54;97;31;15;20;39;97;PM25;SEDANG
202507;7;20;DKI1 Bundaran Hotel Indonesia (HI);61;104;34;14;25;37;104;PM25;TIDAK SEHAT
202507;7;21;DKI1 Bundaran Hotel Indonesia (HI);57;96;33;13;27;35;96;PM25;SEDANG
202507;7;22;DKI1 Bundaran Hotel Indonesia (HI);59;97;38;13;22;36;97;PM25;SEDANG
202507;7;23;DKI1 Bundaran Hotel Indonesia (HI);60;102;37;13;22;39;102;PM25;TIDAK SEHAT
202507;7;24;DKI1 Bundaran Hotel Indonesia (HI);62;111;37;16;23;42;111;PM25;TIDAK SEHAT
202507;7;25;DKI1 Bundaran Hotel Indonesia (HI);64;109;38;14;20;39;109;PM25;TIDAK SEHAT
202507;7;26;DKI1 Bundaran Hotel Indonesia (HI);63;108;35;13;19;37;108;PM25;TIDAK SEHAT
202507;7;27;DKI1 Bundaran Hotel Indonesia (HI);64;112;31;12;25;29;112;PM25;TIDAK SEHAT
202507;7;28;DKI1 Bundaran Hotel Indonesia (HI);56;90;30;15;18;39;90;PM25;SEDANG
202507;7;29;DKI1 Bundaran Hotel Indonesia (HI);53;91;30;23;14;46;91;PM25;SEDANG
202507;7;30;DKI1 Bundaran Hotel Indonesia (HI);46;81;30;16;16;33;81;PM25;SEDANG
202507;7;31;DKI1 Bundaran Hotel Indonesia (HI);46;76;31;14;14;31;76;PM25;SEDANG
202508;8;1;DKI1 Bundaran Hotel Indonesia HI;62;82;35;12;18;29;82;PM25;SEDANG
202508;8;2;DKI1 Bundaran Hotel Indonesia HI;53;94;41;14;16;34;94;PM25;SEDANG
202508;8;3;DKI1 Bundaran Hotel Indonesia HI;59;91;34;12;21;30;91;PM25;SEDANG
202508;8;4;DKI1 Bundaran Hotel Indonesia HI;50;76;32;15;22;35;76;PM25;SEDANG
202508;8;5;DKI1 Bundaran Hotel Indonesia HI;53;83;32;23;13;48;83;PM25;SEDANG
202508;8;6;DKI1 Bundaran Hotel Indonesia HI;54;87;34;17;11;46;87;PM25;SEDANG
202508;8;7;DKI1 Bundaran Hotel Indonesia HI;54;89;34;14;14;40;89;PM25;SEDANG
202508;8;8;DKI1 Bundaran Hotel Indonesia HI;55;84;28;17;13;39;84;PM25;SEDANG
202508;8;9;DKI1 Bundaran Hotel Indonesia HI;56;91;31;14;13;37;91;PM25;SEDANG
202508;8;10;DKI1 Bundaran Hotel Indonesia HI;52;82;31;18;18;36;82;PM25;SEDANG
202508;8;11;DKI1 Bundaran Hotel Indonesia HI;56;92;29;19;16;42;92;PM25;SEDANG
202508;8;12;DKI1 Bundaran Hotel Indonesia HI;61;102;27;30;12;53;102;PM25;TIDAK SEHAT
202508;8;13;DKI1 Bundaran Hotel Indonesia HI;54;89;30;28;10;50;89;PM25;SEDANG
202508;8;14;DKI1 Bundaran Hotel Indonesia HI;53;83;33;16;14;37;83;PM25;SEDANG
202508;8;15;DKI1 Bundaran Hotel Indonesia HI;52;84;35;19;16;46;84;PM25;SEDANG
202508;8;16;DKI1 Bundaran Hotel Indonesia HI;61;102;37;16;15;40;102;PM25;TIDAK SEHAT
202508;8;17;DKI1 Bundaran Hotel Indonesia HI;61;105;38;11;20;33;105;PM25;TIDAK SEHAT
202508;8;18;DKI1 Bundaran Hotel Indonesia HI;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;TIDAK ADA DATA
202508;8;19;DKI1 Bundaran Hotel Indonesia HI;44;78;30;16;9;32;78;PM25;SEDANG
202508;8;20;DKI1 Bundaran Hotel Indonesia HI;61;102;35;19;15;45;102;PM25;TIDAK SEHAT
202508;8;21;DKI1 Bundaran Hotel Indonesia HI;48;74;33;21;13;44;74;PM25;SEDANG
202508;8;22;DKI1 Bundaran Hotel Indonesia HI;56;91;36;15;24;46;91;PM25;SEDANG
202508;8;23;DKI1 Bundaran Hotel Indonesia HI;58;92;37;14;18;45;92;PM25;SEDANG
202508;8;24;DKI1 Bundaran Hotel Indonesia HI;50;86;37;13;15;33;86;PM25;SEDANG
202508;8;25;DKI1 Bundaran Hotel Indonesia HI;61;114;33;22;17;51;114;PM25;TIDAK SEHAT
202508;8;26;DKI1 Bundaran Hotel Indonesia HI;51;95;32;22;16;52;95;PM25;SEDANG
202508;8;27;DKI1 Bundaran Hotel Indonesia HI;55;92;35;16;18;42;92;PM25;SEDANG
202508;8;28;DKI1 Bundaran Hotel Indonesia HI;40;71;32;14;18;42;71;PM25;SEDANG
202508;8;29;DKI1 Bundaran Hotel Indonesia HI;36;67;30;14;26;37;67;PM25;SEDANG
202508;8;30;DKI1 Bundaran Hotel Indonesia HI;44;77;30;12;22;31;77;PM25;SEDANG
202508;8;31;DKI1 Bundaran Hotel Indonesia HI;42;70;29;12;15;24;70;PM25;SEDANG
202509;9;1;DKI1 Bundaran Hotel Indonesia (HI);54;87;35;10;19;26;87;PM25;SEDANG
202509;9;2;DKI1 Bundaran Hotel Indonesia (HI);57;89;36;9;19;27;89;PM25;SEDANG
202509;9;3;DKI1 Bundaran Hotel Indonesia (HI);54;80;39;10;15;28;80;PM25;SEDANG
202509;9;4;DKI1 Bundaran Hotel Indonesia (HI);55;77;38;9;15;27;77;PM25;SEDANG
202509;9;5;DKI1 Bundaran Hotel Indonesia (HI);55;86;36;11;20;30;86;PM25;SEDANG
202509;9;6;DKI1 Bundaran Hotel Indonesia (HI);55;85;33;12;24;32;85;PM25;SEDANG
202509;9;7;DKI1 Bundaran Hotel Indonesia (HI);54;79;30;12;26;26;79;PM25;SEDANG
202509;9;8;DKI1 Bundaran Hotel Indonesia (HI);55;91;35;19;15;51;91;PM25;SEDANG
202509;9;9;DKI1 Bundaran Hotel Indonesia (HI);56;88;32;18;15;47;88;PM25;SEDANG
202509;9;10;DKI1 Bundaran Hotel Indonesia (HI);57;88;32;23;11;46;88;PM25;SEDANG
202509;9;11;DKI1 Bundaran Hotel Indonesia (HI);50;74;31;19;11;39;74;PM25;SEDANG
202509;9;12;DKI1 Bundaran Hotel Indonesia (HI);48;71;31;15;16;29;71;PM25;SEDANG
202509;9;13;DKI1 Bundaran Hotel Indonesia (HI);40;71;32;18;17;29;71;PM25;SEDANG
202509;9;14;DKI1 Bundaran Hotel Indonesia (HI);55;91;39;20;20;32;91;PM25;SEDANG
202509;9;15;DKI1 Bundaran Hotel Indonesia (HI);51;82;33;11;27;36;82;PM25;SEDANG
202509;9;16;DKI1 Bundaran Hotel Indonesia (HI);58;93;34;16;24;42;93;PM25;SEDANG
202509;9;17;DKI1 Bundaran Hotel Indonesia (HI);66;109;33;25;17;53;109;PM25;TIDAK SEHAT
202509;9;18;DKI1 Bundaran Hotel Indonesia (HI);52;71;30;N/A;9;41;71;PM25;SEDANG
202509;9;19;DKI1 Bundaran Hotel Indonesia (HI);66;99;37;N/A;12;39;99;PM25;SEDANG
202509;9;20;DKI1 Bundaran Hotel Indonesia (HI);62;90;39;17;11;35;90;PM25;SEDANG
202509;9;21;DKI1 Bundaran Hotel Indonesia (HI);54;81;40;13;9;26;81;PM25;SEDANG
202509;9;22;DKI1 Bundaran Hotel Indonesia (HI);53;85;34;18;15;32;85;PM25;SEDANG
202509;9;23;DKI1 Bundaran Hotel Indonesia (HI);52;76;31;19;16;42;76;PM25;SEDANG
202509;9;24;DKI1 Bundaran Hotel Indonesia (HI);62;103;34;20;25;46;103;PM25;TIDAK SEHAT
202509;9;25;DKI1 Bundaran Hotel Indonesia (HI);66;115;41;18;19;48;115;PM25;TIDAK SEHAT
202509;9;26;DKI1 Bundaran Hotel Indonesia (HI);58;91;37;15;27;38;91;PM25;SEDANG
202509;9;27;DKI1 Bundaran Hotel Indonesia (HI);54;86;38;18;17;42;86;PM25;SEDANG
202509;9;28;DKI1 Bundaran Hotel Indonesia (HI);55;80;38;11;15;23;80;PM25;SEDANG
202509;9;29;DKI1 Bundaran Hotel Indonesia (HI);54;86;37;15;17;29;86;PM25;SEDANG
202509;9;30;DKI1 Bundaran Hotel Indonesia (HI);53;77;31;26;7;37;77;PM25;SEDANG
202510;10;1;DKI1 Bundaran Hotel Indonesia (HI);46;67;30;23;11;33;67;PM25;SEDANG
202510;10;2;DKI1 Bundaran Hotel Indonesia (HI);47;71;39;15;7;30;71;PM25;SEDANG
202510;10;3;DKI1 Bundaran Hotel Indonesia (HI);39;69;36;22;16;40;69;PM25;SEDANG
202510;10;4;DKI1 Bundaran Hotel Indonesia (HI);59;93;38;18;26;36;93;PM25;SEDANG
202510;10;5;DKI1 Bundaran Hotel Indonesia (HI);66;103;37;24;16;39;103;PM25;TIDAK SEHAT
202510;10;6;DKI1 Bundaran Hotel Indonesia (HI);58;101;34;19;17;43;101;PM25;TIDAK SEHAT
202510;10;7;DKI1 Bundaran Hotel Indonesia (HI);55;86;40;13;15;30;86;PM25;SEDANG
202510;10;8;DKI1 Bundaran Hotel Indonesia (HI);48;78;35;20;17;37;78;PM25;SEDANG
202510;10;9;DKI1 Bundaran Hotel Indonesia (HI);53;91;36;17;22;41;91;PM25;SEDANG
202510;10;10;DKI1 Bundaran Hotel Indonesia (HI);53;82;36;13;22;38;82;PM25;SEDANG
202510;10;11;DKI1 Bundaran Hotel Indonesia (HI);56;95;33;16;21;41;95;PM25;SEDANG
202510;10;12;DKI1 Bundaran Hotel Indonesia (HI);56;100;34;16;20;30;100;PM25;SEDANG
202510;10;13;DKI1 Bundaran Hotel Indonesia (HI);52;83;37;11;19;25;83;PM25;SEDANG
202510;10;14;DKI1 Bundaran Hotel Indonesia (HI);53;86;37;16;12;36;86;PM25;SEDANG
202510;10;15;DKI1 Bundaran Hotel Indonesia (HI);48;79;36;13;12;34;79;PM25;SEDANG
202510;10;16;DKI1 Bundaran Hotel Indonesia (HI);50;85;34;15;14;34;85;PM25;SEDANG
202510;10;17;DKI1 Bundaran Hotel Indonesia (HI);59;99;33;23;17;50;99;PM25;SEDANG
202510;10;18;DKI1 Bundaran Hotel Indonesia (HI);52;81;30;17;19;43;81;PM25;SEDANG
202510;10;19;DKI1 Bundaran Hotel Indonesia (HI);58;96;29;28;20;43;96;PM25;SEDANG
202510;10;20;DKI1 Bundaran Hotel Indonesia (HI);62;102;32;18;27;42;102;PM25;TIDAK SEHAT
202510;10;21;DKI1 Bundaran Hotel Indonesia (HI);57;91;30;18;19;42;91;PM25;SEDANG
202510;10;22;DKI1 Bundaran Hotel Indonesia (HI);47;71;34;15;16;30;71;PM25;SEDANG
202510;10;23;DKI1 Bundaran Hotel Indonesia (HI);36;59;29;13;12;28;59;PM25;SEDANG
202510;10;24;DKI1 Bundaran Hotel Indonesia (HI);27;56;28;15;9;22;56;PM25;SEDANG
202510;10;25;DKI1 Bundaran Hotel Indonesia (HI);22;53;32;14;8;16;53;PM25;SEDANG
202510;10;26;DKI1 Bundaran Hotel Indonesia (HI);34;64;30;16;14;22;64;PM25;SEDANG
202510;10;27;DKI1 Bundaran Hotel Indonesia (HI);38;65;30;17;22;29;65;PM25;SEDANG
202510;10;28;DKI1 Bundaran Hotel Indonesia (HI);52;73;31;24;16;42;73;PM25;SEDANG
202510;10;29;DKI1 Bundaran Hotel Indonesia (HI);53;81;35;20;16;39;81;PM25;SEDANG
202510;10;30;DKI1 Bundaran Hotel Indonesia (HI);49;71;33;22;16;40;71;PM25;SEDANG
202510;10;31;DKI1 Bundaran Hotel Indonesia (HI);44;73;32;25;19;35;73;PM25;SEDANG
202511;11;1;DKI1 Bundaran Hotel Indonesia (HI);50;77;30;20;22;39;77;PM25;SEDANG
202511;11;2;DKI1 Bundaran Hotel Indonesia (HI);43;75;34;16;20;32;75;PM25;SEDANG
202511;11;3;DKI1 Bundaran Hotel Indonesia (HI);42;71;31;16;17;34;71;PM25;SEDANG
202511;11;4;DKI1 Bundaran Hotel Indonesia (HI);54;84;32;27;15;44;84;PM25;SEDANG
202511;11;5;DKI1 Bundaran Hotel Indonesia (HI);34;58;29;13;12;20;58;PM25;SEDANG
202511;11;6;DKI1 Bundaran Hotel Indonesia (HI);22;45;29;9;14;14;45;PM25;BAIK
202511;11;7;DKI1 Bundaran Hotel Indonesia (HI);21;48;31;11;13;19;48;PM25;BAIK
202511;11;8;DKI1 Bundaran Hotel Indonesia (HI);25;54;31;11;10;18;54;PM25;SEDANG
202511;11;9;DKI1 Bundaran Hotel Indonesia (HI);25;52;29;11;15;14;52;PM25;SEDANG
202511;11;10;DKI1 Bundaran Hotel Indonesia (HI);21;50;31;9;18;15;50;PM25;BAIK
202511;11;11;DKI1 Bundaran Hotel Indonesia (HI);23;47;31;9;17;14;47;PM25;BAIK
202511;11;12;DKI1 Bundaran Hotel Indonesia (HI);21;41;31;10;12;16;41;PM25;BAIK
202511;11;13;DKI1 Bundaran Hotel Indonesia (HI);16;38;30;10;12;14;38;PM25;BAIK
202511;11;14;DKI1 Bundaran Hotel Indonesia (HI);22;41;30;12;10;16;41;PM25;BAIK
202511;11;15;DKI1 Bundaran Hotel Indonesia (HI);24;58;31;12;13;18;58;PM25;SEDANG
202511;11;16;DKI1 Bundaran Hotel Indonesia (HI);28;55;30;12;14;17;55;PM25;SEDANG
202511;11;17;DKI1 Bundaran Hotel Indonesia (HI);25;52;32;10;11;14;52;PM25;SEDANG
202511;11;18;DKI1 Bundaran Hotel Indonesia (HI);23;53;34;12;9;20;53;PM25;SEDANG
202511;11;19;DKI1 Bundaran Hotel Indonesia (HI);51;75;35;30;12;38;75;PM25;SEDANG
202511;11;20;DKI1 Bundaran Hotel Indonesia (HI);30;59;33;14;13;23;59;PM25;SEDANG
202511;11;21;DKI1 Bundaran Hotel Indonesia (HI);25;50;32;13;13;22;50;PM25;BAIK
202511;11;22;DKI1 Bundaran Hotel Indonesia (HI);39;70;40;15;18;23;70;PM25;SEDANG
202511;11;23;DKI1 Bundaran Hotel Indonesia (HI);51;71;32;18;13;22;71;PM25;SEDANG
202511;11;24;DKI1 Bundaran Hotel Indonesia (HI);30;57;31;13;12;21;57;PM25;SEDANG
202511;11;25;DKI1 Bundaran Hotel Indonesia (HI);26;58;32;13;16;23;58;PM25;SEDANG
202511;11;26;DKI1 Bundaran Hotel Indonesia (HI);30;61;33;13;12;20;61;PM25;SEDANG
202511;11;27;DKI1 Bundaran Hotel Indonesia (HI);30;64;35;14;18;26;64;PM25;SEDANG
202511;11;28;DKI1 Bundaran Hotel Indonesia (HI);N/A;120;43;16;23;32;120;PM25;TIDAK SEHAT
202511;11;29;DKI1 Bundaran Hotel Indonesia (HI);52;79;40;15;22;28;79;PM25;SEDANG
202511;11;30;DKI1 Bundaran Hotel Indonesia (HI);59;88;35;15;16;33;88;PM25;SEDANG
